Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales
711;CA-2015-113887;05/04/2015;07/04/2015;First Class;TH-21550;Tracy Hopkins;Home Office;United States;New York City;New York;10035;East;OFF-PA-10004071;Office Supplies;Paper;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;55,48
712;CA-2018-146136;03/09/2018;07/09/2018;Standard Class;AP-10915;Arthur Prichep;Consumer;United States;Palm Coast;Florida;32137;South;OFF-EN-10001219;Office Supplies;Envelopes;"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";24448
713;US-2018-100048;19/05/2018;24/05/2018;Standard Class;RS-19765;Roland Schwarz;Corporate;United States;Mount Vernon;New York;10550;East;OFF-AP-10001154;Office Supplies;Appliances;Bionaire Personal Warm Mist Humidifier/Vaporizer;281,34
716;CA-2015-153150;01/07/2015;06/07/2015;Second Class;Dl-13600;Dorris liebe;Corporate;United States;Seattle;Washington;98105;West;OFF-BI-10003355;Office Supplies;Binders;Cardinal Holdit Business Card Pockets;19,92
717;CA-2015-130092;11/01/2015;14/01/2015;First Class;SV-20365;Seth Vernon;Consumer;United States;Dover;Delaware;19901;East;FUR-FU-10000010;Furniture;Furnishings;DAX Value U-Channel Document Frames, Easel Back;9,94
718;CA-2018-108910;24/09/2018;29/09/2018;Standard Class;KC-16540;Kelly Collister;Consumer;United States;Newark;Ohio;43055;East;FUR-FU-10002253;Furniture;Furnishings;"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock";103056
719;CA-2015-104472;02/06/2015;07/06/2015;Standard Class;CK-12325;Christine Kargatis;Home Office;United States;Orem;Utah;84057;West;OFF-BI-10001658;Office Supplies;Binders;GBC Standard Therm-A-Bind Covers;59808
721;CA-2017-112942;13/02/2017;18/02/2017;Standard Class;RD-19810;Ross DeVincentis;Home Office;United States;Los Angeles;California;90045;West;OFF-PA-10004092;Office Supplies;Paper;Tops Green Bar Computer Printout Paper;146,82
722;CA-2017-142335;15/12/2017;19/12/2017;Standard Class;MP-17965;Michael Paige;Corporate;United States;Detroit;Michigan;48205;Central;FUR-TA-10000198;Furniture;Tables;Chromcraft Bull-Nose Wood Oval Conference Tables & Bases;1652,94
724;CA-2015-117429;07/10/2015;13/10/2015;Standard Class;MR-17545;Mathew Reese;Home Office;United States;Philadelphia;Pennsylvania;19140;East;FUR-FU-10000222;Furniture;Furnishings;"Seth Thomas 16"" Steel Case Clock";129,92
725;CA-2017-114713;07/07/2017;12/07/2017;Standard Class;SC-20695;Steve Chapman;Corporate;United States;Hialeah;Florida;33012;South;OFF-SU-10004664;Office Supplies;Supplies;Acme Softgrip Scissors;45584
726;CA-2018-144113;16/09/2018;20/09/2018;Standard Class;JF-15355;Jay Fein;Consumer;United States;Austin;Texas;78745;Central;OFF-EN-10001141;Office Supplies;Envelopes;"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""";17568
728;US-2017-150861;03/12/2017;06/12/2017;First Class;EG-13900;Emily Grady;Consumer;United States;Oceanside;New York;11572;East;OFF-PA-10001954;Office Supplies;Paper;Xerox 1964;182,72
733;CA-2018-131954;21/01/2018;25/01/2018;Standard Class;DS-13030;Darrin Sayre;Home Office;United States;Seattle;Washington;98115;West;OFF-ST-10000736;Office Supplies;Storage;Carina Double Wide Media Storage Towers in Natural & Black;242,94
739;CA-2015-132500;08/09/2015;12/09/2015;Standard Class;GZ-14470;Gary Zandusky;Consumer;United States;San Francisco;California;94110;West;TEC-AC-10001383;Technology;Accessories;Logitech Wireless Touch Keyboard K400;49,98
740;CA-2015-112326;04/01/2015;08/01/2015;Standard Class;PO-19195;Phillina Ober;Home Office;United States;Naperville;Illinois;60540;Central;OFF-LA-10003223;Office Supplies;Labels;Avery 508;11784
743;US-2017-146710;27/08/2017;01/09/2017;Standard Class;SS-20875;Sung Shariari;Consumer;United States;Dallas;Texas;75220;Central;OFF-SU-10004498;Office Supplies;Supplies;Martin-Yale Premier Letter Opener;51,52
747;CA-2015-124429;27/05/2015;27/05/2015;Same Day;MH-17785;Maya Herman;Corporate;United States;San Diego;California;92105;West;FUR-TA-10002607;Furniture;Tables;KI Conference Tables;567,12
749;CA-2017-150889;20/03/2017;22/03/2017;Second Class;PB-19105;Peter Bühler;Consumer;United States;Evanston;Illinois;60201;Central;TEC-PH-10000004;Technology;Phones;Belkin iPhone and iPad Lightning Cable;11992
750;CA-2018-126074;02/10/2018;06/10/2018;Standard Class;RF-19735;Roland Fjeld;Consumer;United States;Trenton;Michigan;48183;Central;OFF-BI-10003638;Office Supplies;Binders;GBC Durable Plastic Covers;58,05
754;CA-2017-110499;07/04/2017;09/04/2017;First Class;YC-21895;Yoseph Carroll;Corporate;United States;San Francisco;California;94110;West;TEC-CO-10002095;Technology;Copiers;Hewlett Packard 610 Color Digital Copier / Printer;1199976
755;CA-2016-135272;07/12/2016;12/12/2016;Standard Class;MS-17830;Melanie Seite;Consumer;United States;Los Angeles;California;90036;West;FUR-FU-10002759;Furniture;Furnishings;12-1/2 Diameter Round Wall Clock;79,92
756;CA-2017-140928;18/09/2017;22/09/2017;Standard Class;NB-18655;Nona Balk;Corporate;United States;Jacksonville;Florida;32216;South;FUR-TA-10001095;Furniture;Tables;Chromcraft Round Conference Tables;383438
757;CA-2015-106803;29/12/2015;02/01/2016;Standard Class;DC-13285;Debra Catini;Consumer;United States;Cottage Grove;Minnesota;55016;Central;OFF-ST-10002444;Office Supplies;Storage;Recycled Eldon Regeneration Jumbo File;24,56
759;CA-2018-117240;23/07/2018;28/07/2018;Standard Class;CP-12340;Christine Phan;Corporate;United States;New York City;New York;10009;East;OFF-BI-10000848;Office Supplies;Binders;Angle-D Ring Binders;13128
760;CA-2018-133333;18/09/2018;22/09/2018;Standard Class;BF-11020;Barry Französisch;Corporate;United States;Green Bay;Wisconsin;54302;Central;OFF-PA-10002377;Office Supplies;Paper;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages";22,72
761;CA-2016-112319;31/08/2016;05/09/2016;Standard Class;AR-10510;Andrew Roberts;Consumer;United States;Los Angeles;California;90004;West;OFF-PA-10003441;Office Supplies;Paper;Xerox 226;58,32
762;CA-2018-126046;03/11/2018;07/11/2018;Standard Class;JC-16105;Julie Creighton;Corporate;United States;Atlanta;Georgia;30318;South;OFF-LA-10004484;Office Supplies;Labels;Avery 476;12,39
763;CA-2016-114923;08/02/2016;13/02/2016;Standard Class;LH-17020;Lisa Hazard;Consumer;United States;Columbus;Ohio;43229;East;TEC-PH-10003931;Technology;Phones;JBL Micro Wireless Portable Bluetooth Speaker;107982
764;CA-2015-162775;13/01/2015;15/01/2015;Second Class;CS-12250;Chris Selesnick;Corporate;United States;Bossier City;Louisiana;71111;South;OFF-EN-10001990;Office Supplies;Envelopes;Staple envelope;11,36
769;CA-2015-106810;14/05/2015;20/05/2015;Standard Class;AJ-10795;Anthony Johnson;Corporate;United States;Saint Petersburg;Florida;33710;South;FUR-FU-10004306;Furniture;Furnishings;Electrix Halogen Magnifier Lamp;310,88
770;CA-2017-157245;19/05/2017;24/05/2017;Standard Class;LE-16810;Laurel Elliston;Consumer;United States;Arlington;Virginia;22204;South;FUR-CH-10003746;Furniture;Chairs;Hon 4070 Series Pagoda Round Back Stacking Chairs;641,96
771;CA-2018-104220;30/01/2018;05/02/2018;Standard Class;BV-11245;Benjamin Venier;Corporate;United States;Des Moines;Iowa;50315;Central;OFF-BI-10001036;Office Supplies;Binders;Cardinal EasyOpen D-Ring Binders;18,28
777;CA-2015-165974;29/06/2015;06/07/2015;Standard Class;DL-12865;Dan Lawera;Consumer;United States;Cincinnati;Ohio;45231;East;OFF-AR-10003405;Office Supplies;Art;Dixon My First Ticonderoga Pencil, #2;32,76
778;CA-2016-144267;21/08/2016;23/08/2016;First Class;NZ-18565;Nick Zandusky;Home Office;United States;San Francisco;California;94110;West;FUR-CH-10002335;Furniture;Chairs;Hon GuestStacker Chair;544008
782;US-2016-157014;03/10/2016;06/10/2016;Second Class;BM-11785;Bryan Mills;Consumer;United States;Columbus;Ohio;43229;East;OFF-BI-10001098;Office Supplies;Binders;Acco D-Ring Binder w/DublLock;32,07
786;CA-2016-154921;23/05/2016;28/05/2016;Standard Class;EA-14035;Erin Ashbrook;Corporate;United States;Columbia;South Carolina;29203;South;OFF-EN-10000056;Office Supplies;Envelopes;Cameo Buff Policy Envelopes;186,69
787;CA-2018-129567;17/03/2018;21/03/2018;Second Class;CL-12565;Clay Ludtke;Consumer;United States;Lancaster;California;93534;West;OFF-BI-10000014;Office Supplies;Binders;Heavy-Duty E-Z-D Binders;17456
788;CA-2016-154620;12/12/2016;16/12/2016;Standard Class;LT-17110;Liz Thompson;Consumer;United States;Lancaster;California;93534;West;FUR-CH-10004675;Furniture;Chairs;Lifetime Advantage Folding Chairs, 4/Carton;348928
789;CA-2016-115938;26/06/2016;30/06/2016;Standard Class;SA-20830;Sue Ann Reed;Consumer;United States;Richmond;Virginia;23223;South;OFF-BI-10001543;Office Supplies;Binders;GBC VeloBinder Manual Binding System;143,96
793;CA-2017-105256;20/05/2017;20/05/2017;Same Day;JK-15730;Joe Kamberova;Consumer;United States;Asheville;North Carolina;28806;South;TEC-PH-10001530;Technology;Phones;Cisco Unified IP Phone 7945G VoIP phone;1363,96
794;CA-2015-156433;20/09/2015;26/09/2015;Standard Class;ES-14020;Erica Smith;Consumer;United States;San Francisco;California;94110;West;OFF-LA-10001569;Office Supplies;Labels;Avery 499;9,96
796;CA-2018-151428;21/09/2018;26/09/2018;Standard Class;RH-19495;Rick Hansen;Consumer;United States;Rochester;Minnesota;55901;Central;OFF-BI-10000546;Office Supplies;Binders;Avery Durable Binders;20,16
797;CA-2016-124653;24/12/2016;26/12/2016;First Class;DB-13120;David Bremer;Corporate;United States;Rochester;New York;14609;East;OFF-PA-10000176;Office Supplies;Paper;Xerox 1887;132,79
800;CA-2016-101910;27/11/2016;03/12/2016;Standard Class;CD-11920;Carlos Daly;Consumer;United States;Lake Elsinore;California;92530;West;FUR-CH-10002647;Furniture;Chairs;Situations Contoured Folding Chairs, 4/Set;283,92
801;CA-2018-105809;20/02/2018;23/02/2018;First Class;HW-14935;Helen Wasserman;Corporate;United States;San Diego;California;92105;West;FUR-FU-10004090;Furniture;Furnishings;"Executive Impressions 14"" Contract Wall Clock";22,23
803;CA-2017-136133;18/08/2017;23/08/2017;Second Class;HW-14935;Helen Wasserman;Corporate;United States;New York City;New York;10024;East;OFF-AP-10000576;Office Supplies;Appliances;Belkin 7 Outlet SurgeMaster II;355,32
804;CA-2017-115504;12/03/2017;17/03/2017;Standard Class;MC-18130;Mike Caudle;Corporate;United States;Monroe;Louisiana;71203;South;OFF-PA-10003953;Office Supplies;Paper;Xerox 218;12,96
805;CA-2018-135783;22/04/2018;24/04/2018;First Class;GM-14440;Gary McGarr;Consumer;United States;San Francisco;California;94122;West;FUR-FU-10000794;Furniture;Furnishings;Eldon Stackable Tray, Side-Load, Legal, Smoke;18,28
806;CA-2015-134313;01/11/2015;07/11/2015;Standard Class;RA-19915;Russell Applegate;Consumer;United States;Denver;Colorado;80219;West;OFF-AR-10001897;Office Supplies;Art;Model L Table or Wall-Mount Pencil Sharpener;43176
808;CA-2016-140921;03/02/2016;05/02/2016;First Class;AA-10375;Allen Armold;Consumer;United States;Omaha;Nebraska;68104;Central;FUR-FU-10003347;Furniture;Furnishings;Coloredge Poster Frame;28,4
810;CA-2015-151995;13/10/2015;15/10/2015;First Class;ZC-21910;Zuschuss Carroll;Consumer;United States;Edmonds;Washington;98026;West;OFF-AR-10003190;Office Supplies;Art;Newell 32;11,52
814;CA-2018-143686;14/05/2018;14/05/2018;Same Day;PJ-19015;Pauline Johnson;Consumer;United States;Santa Ana;California;92704;West;FUR-FU-10000794;Furniture;Furnishings;Eldon Stackable Tray, Side-Load, Legal, Smoke;18,28
816;CA-2016-106565;20/03/2016;23/03/2016;First Class;BW-11110;Bart Watters;Corporate;United States;Milwaukee;Wisconsin;53209;Central;OFF-PA-10000061;Office Supplies;Paper;Xerox 205;51,84
817;CA-2017-149370;15/09/2017;19/09/2017;Standard Class;DB-13210;Dean Braden;Consumer;United States;Philadelphia;Pennsylvania;19140;East;OFF-PA-10003651;Office Supplies;Paper;Xerox 1968;5344
818;CA-2015-140858;28/06/2015;02/07/2015;Standard Class;CA-12775;Cynthia Arntzen;Consumer;United States;Philadelphia;Pennsylvania;19140;East;OFF-PA-10000304;Office Supplies;Paper;Xerox 1995;41472
823;CA-2018-101434;20/06/2018;27/06/2018;Standard Class;TR-21325;Toby Ritter;Consumer;United States;Belleville;New Jersey;7109;East;TEC-AC-10002402;Technology;Accessories;Razer Kraken PRO Over Ear PC and Music Headset;239,97
825;US-2015-102071;09/05/2015;15/05/2015;Standard Class;PG-18820;Patrick Gardner;Consumer;United States;San Francisco;California;94110;West;TEC-AC-10003441;Technology;Accessories;Kingston Digital DataTraveler 32GB USB 2.0;67,8
827;CA-2018-126956;21/08/2018;28/08/2018;Standard Class;GT-14710;Greg Tran;Consumer;United States;Lakeville;Minnesota;55044;Central;OFF-FA-10002280;Office Supplies;Fasteners;Advantus Plastic Paper Clips;35
830;CA-2018-129462;16/06/2018;21/06/2018;Second Class;JE-15745;Joel Eaton;Consumer;United States;Florence;Kentucky;41042;South;FUR-CH-10000665;Furniture;Chairs;Global Airflow Leather Mesh Back Chair, Black;301,96
834;CA-2017-165316;23/07/2017;27/07/2017;Standard Class;JB-15400;Jennifer Braxton;Corporate;United States;Tampa;Florida;33614;South;OFF-AR-10002956;Office Supplies;Art;Boston 16801 Nautilus Battery Pencil Sharpener;35216
837;US-2015-115987;08/09/2015;13/09/2015;Second Class;LH-17020;Lisa Hazard;Consumer;United States;Tyler;Texas;75701;Central;OFF-BI-10001071;Office Supplies;Binders;GBC ProClick Punch Binding System;51184
838;US-2018-156083;04/11/2018;11/11/2018;Standard Class;JL-15175;James Lanier;Home Office;United States;Columbia;Tennessee;38401;South;OFF-PA-10001560;Office Supplies;Paper;Adams Telephone Message Books, 5 1/4” x 11”;9664
839;US-2017-137547;07/03/2017;12/03/2017;Standard Class;EB-13705;Ed Braxton;Corporate;United States;Fort Worth;Texas;76106;Central;TEC-PH-10002365;Technology;Phones;Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S;21072
840;CA-2016-100454;20/11/2016;25/11/2016;Standard Class;BM-11650;Brian Moss;Corporate;United States;New York City;New York;10035;East;OFF-AR-10004648;Office Supplies;Art;Boston 19500 Mighty Mite Electric Pencil Sharpener;60,45
843;CA-2017-161669;07/11/2017;09/11/2017;First Class;EM-14095;Eudokia Martin;Corporate;United States;Los Angeles;California;90036;West;OFF-BI-10001294;Office Supplies;Binders;Fellowes Binding Cases;37,44
847;CA-2016-114300;13/10/2016;17/10/2016;Standard Class;AF-10885;Art Foster;Consumer;United States;Louisville;Kentucky;40214;South;TEC-PH-10001552;Technology;Phones;I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink;83,72
849;CA-2018-107503;01/01/2018;06/01/2018;Standard Class;GA-14725;Guy Armstrong;Consumer;United States;Lorain;Ohio;44052;East;FUR-FU-10003878;Furniture;Furnishings;"Linden 10"" Round Wall Clock, Black";48896
850;CA-2015-107755;07/02/2015;12/02/2015;Standard Class;CK-12760;Cyma Kinney;Corporate;United States;Linden;New Jersey;7036;East;TEC-AC-10000710;Technology;Accessories;Maxell DVD-RAM Discs;115,36
851;CA-2017-152534;20/06/2017;25/06/2017;Second Class;DP-13105;Dave Poirier;Corporate;United States;Salinas;California;93905;West;OFF-AR-10002335;Office Supplies;Art;DIXON Oriole Pencils;5,16
853;CA-2017-113747;28/05/2017;04/06/2017;Standard Class;VD-21670;Valerie Dominguez;Consumer;United States;Jackson;Mississippi;39212;South;OFF-AR-10003373;Office Supplies;Art;Boston School Pro Electric Pencil Sharpener, 1670;185,88
854;CA-2017-123274;19/02/2017;24/02/2017;Standard Class;GT-14710;Greg Tran;Consumer;United States;New York City;New York;10035;East;FUR-FU-10004090;Furniture;Furnishings;"Executive Impressions 14"" Contract Wall Clock";44,46
856;CA-2015-125612;03/08/2015;08/08/2015;Standard Class;BK-11260;Berenike Kampe;Consumer;United States;New York City;New York;10035;East;OFF-PA-10001019;Office Supplies;Paper;Xerox 1884;39,96
859;CA-2018-161984;10/04/2018;15/04/2018;Standard Class;SJ-20125;Sanjit Jacobs;Home Office;United States;New Brunswick;New Jersey;8901;East;OFF-PA-10004569;Office Supplies;Paper;"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page";7,61
861;CA-2015-133851;09/06/2015;16/06/2015;Standard Class;CM-12445;Chuck Magee;Consumer;United States;San Francisco;California;94122;West;OFF-SU-10001225;Office Supplies;Supplies;Staple remover;7,36
863;CA-2017-134474;05/01/2017;07/01/2017;Second Class;AJ-10795;Anthony Johnson;Corporate;United States;Jacksonville;Florida;32216;South;TEC-AC-10001714;Technology;Accessories;Logitech MX Performance Wireless Mouse;191472
866;CA-2015-149020;10/01/2015;15/01/2015;Standard Class;AJ-10780;Anthony Jacobs;Corporate;United States;Springfield;Virginia;22153;South;OFF-LA-10004272;Office Supplies;Labels;Avery 482;2,89
868;CA-2017-134362;29/09/2017;02/10/2017;First Class;LS-16945;Linda Southworth;Corporate;United States;Philadelphia;Pennsylvania;19140;East;OFF-LA-10004853;Office Supplies;Labels;Avery 483;15936
869;CA-2015-136742;06/04/2015;10/04/2015;Standard Class;GP-14740;Guy Phonely;Corporate;United States;Lancaster;Pennsylvania;17602;East;OFF-BI-10003719;Office Supplies;Binders;Large Capacity Hanging Post Binders;44,91
870;CA-2017-158099;03/09/2017;05/09/2017;First Class;PK-18910;Paul Knutson;Home Office;United States;Philadelphia;Pennsylvania;19143;East;OFF-BI-10000545;Office Supplies;Binders;GBC Ibimaster 500 Manual ProClick Binding System;1141,47
872;CA-2016-131128;19/10/2016;20/10/2016;First Class;TB-21520;Tracy Blumstein;Consumer;United States;Concord;New Hampshire;3301;East;OFF-PA-10003591;Office Supplies;Paper;Southworth 100% Cotton The Best Paper;34,44
873;CA-2015-148488;10/12/2015;15/12/2015;Standard Class;SM-20005;Sally Matthias;Consumer;United States;New York City;New York;10009;East;OFF-PA-10004470;Office Supplies;Paper;"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages";11,36
875;CA-2018-114636;25/08/2018;29/08/2018;Standard Class;GA-14725;Guy Armstrong;Consumer;United States;Charlotte;North Carolina;28205;South;OFF-PA-10001790;Office Supplies;Paper;Xerox 1910;192,16
876;CA-2017-116736;17/01/2017;21/01/2017;Standard Class;CC-12430;Chuck Clark;Home Office;United States;Concord;New Hampshire;3301;East;FUR-FU-10004017;Furniture;Furnishings;"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""";322,59
879;US-2015-158638;17/09/2015;21/09/2015;Standard Class;AG-10765;Anthony Garverick;Home Office;United States;Philadelphia;Pennsylvania;19120;East;OFF-BI-10003712;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";5892
880;CA-2018-111689;30/11/2018;02/12/2018;Second Class;HP-14815;Harold Pawlan;Home Office;United States;New York City;New York;10024;East;OFF-BI-10003984;Office Supplies;Binders;Lock-Up Easel 'Spel-Binder';68472
882;CA-2016-129098;09/10/2016;13/10/2016;Standard Class;DK-13090;Dave Kipp;Consumer;United States;Springfield;Virginia;22153;South;OFF-ST-10001321;Office Supplies;Storage;Decoflex Hanging Personal Folder File, Blue;30,84
883;US-2018-123463;23/12/2018;23/12/2018;Same Day;GZ-14470;Gary Zandusky;Consumer;United States;San Francisco;California;94109;West;OFF-AR-10001118;Office Supplies;Art;Binney & Smith Crayola Metallic Crayons, 16-Color Pack;13,48
884;CA-2017-165148;22/10/2017;24/10/2017;First Class;PM-19135;Peter McVee;Home Office;United States;Detroit;Michigan;48227;Central;FUR-FU-10000732;Furniture;Furnishings;Eldon 200 Class Desk Accessories;31,4
885;CA-2015-134061;29/04/2015;04/05/2015;Standard Class;LL-16840;Lauren Leatherbury;Consumer;United States;Rochester;New York;14609;East;FUR-FU-10001424;Furniture;Furnishings;Dax Clear Box Frame;17,46
886;CA-2016-143602;25/04/2016;28/04/2016;Second Class;JS-15595;Jill Stevenson;Corporate;United States;Los Angeles;California;90045;West;OFF-BI-10002071;Office Supplies;Binders;Fellowes Black Plastic Comb Bindings;13944
887;CA-2018-115364;26/06/2018;02/07/2018;Standard Class;OT-18730;Olvera Toch;Consumer;United States;San Diego;California;92105;West;OFF-ST-10002486;Office Supplies;Storage;Eldon Shelf Savers Cubes and Bins;83,76
888;CA-2018-150707;14/10/2018;19/10/2018;Standard Class;EL-13735;Ed Ludwig;Home Office;United States;Columbia;Maryland;21044;East;OFF-BI-10001078;Office Supplies;Binders;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""";37,66
889;CA-2015-104976;09/12/2015;16/12/2015;Standard Class;CK-12760;Cyma Kinney;Corporate;United States;San Francisco;California;94122;West;OFF-PA-10003845;Office Supplies;Paper;Xerox 1987;34,68
890;CA-2018-132934;20/06/2018;26/06/2018;Standard Class;JE-15475;Jeremy Ellison;Consumer;United States;New Rochelle;New York;10801;East;TEC-AC-10000927;Technology;Accessories;Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand;149,95
892;CA-2018-133256;26/06/2018;27/06/2018;First Class;TH-21550;Tracy Hopkins;Home Office;United States;Detroit;Michigan;48227;Central;OFF-PA-10001622;Office Supplies;Paper;"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled";4,54
895;CA-2017-105494;10/11/2017;12/11/2017;First Class;PC-18745;Pamela Coakley;Corporate;United States;San Francisco;California;94122;West;OFF-ST-10002205;Office Supplies;Storage;File Shuttle I and Handi-File;155,82
897;CA-2017-140634;03/10/2017;06/10/2017;Second Class;HL-15040;Hunter Lopez;Consumer;United States;Houston;Texas;77095;Central;OFF-EN-10001099;Office Supplies;Envelopes;Staple envelope;15648
898;CA-2015-144407;09/09/2015;15/09/2015;Standard Class;MS-17365;Maribeth Schnelling;Consumer;United States;Detroit;Michigan;48227;Central;OFF-LA-10003923;Office Supplies;Labels;Alphabetical Labels for Top Tab Filing;103,6
899;CA-2018-160983;29/10/2018;31/10/2018;Second Class;GB-14530;George Bell;Corporate;United States;Auburn;New York;13021;East;OFF-PA-10002250;Office Supplies;Paper;Things To Do Today Pad;46,96
900;US-2017-114622;10/04/2017;12/04/2017;First Class;JR-16210;Justin Ritter;Corporate;United States;Springfield;Ohio;45503;East;OFF-BI-10004716;Office Supplies;Binders;Wilson Jones Hanging Recycled Pressboard Data Binders;8904
901;CA-2018-150959;11/11/2018;13/11/2018;First Class;TD-20995;Tamara Dahlen;Consumer;United States;Garland;Texas;75043;Central;OFF-LA-10001045;Office Supplies;Labels;Permanent Self-Adhesive File Folder Labels for Typewriters by Universal;10,44
903;CA-2018-132353;15/09/2018;17/09/2018;First Class;DB-13060;Dave Brooks;Consumer;United States;Chicago;Illinois;60653;Central;TEC-PH-10004536;Technology;Phones;Avaya 5420 Digital phone;323976
904;CA-2017-130477;08/04/2017;12/04/2017;Standard Class;LC-17140;Logan Currie;Consumer;United States;Los Angeles;California;90032;West;OFF-PA-10002947;Office Supplies;Paper;Xerox 1923;20,04
907;CA-2018-143259;30/12/2018;03/01/2019;Standard Class;PO-18865;Patrick O'Donnell;Consumer;United States;New York City;New York;10009;East;FUR-BO-10003441;Furniture;Bookcases;Bush Westfield Collection Bookcases, Fully Assembled;323136
910;CA-2018-137596;02/09/2018;07/09/2018;Standard Class;BE-11335;Bill Eplett;Home Office;United States;Jackson;Michigan;49201;Central;TEC-PH-10001494;Technology;Phones;Polycom CX600 IP Phone VoIP phone;1199,8
913;CA-2016-133627;31/05/2016;07/06/2016;Standard Class;SC-20050;Sample Company A;Home Office;United States;Norwich;Connecticut;6360;East;FUR-FU-10001935;Furniture;Furnishings;3M Hangers With Command Adhesive;22,2
914;CA-2018-102519;27/11/2018;29/11/2018;First Class;BM-11650;Brian Moss;Corporate;United States;Milwaukee;Wisconsin;53209;Central;FUR-FU-10004091;Furniture;Furnishings;"Howard Miller 13"" Diameter Goldtone Round Wall Clock";46,94
916;US-2015-141215;15/06/2015;21/06/2015;Standard Class;KL-16555;Kelly Lampkin;Corporate;United States;San Antonio;Texas;78207;Central;FUR-TA-10001520;Furniture;Tables;Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;99918
919;CA-2017-165218;05/03/2017;11/03/2017;Standard Class;RW-19630;Rob Williams;Corporate;United States;Dallas;Texas;75220;Central;OFF-EN-10000056;Office Supplies;Envelopes;Cameo Buff Policy Envelopes;149352
921;CA-2015-138296;05/12/2015;12/12/2015;Standard Class;RC-19825;Roy Collins;Consumer;United States;Alexandria;Virginia;22304;South;OFF-ST-10002444;Office Supplies;Storage;Recycled Eldon Regeneration Jumbo File;24,56
922;CA-2016-111164;11/04/2016;15/04/2016;Standard Class;SE-20110;Sanjit Engle;Consumer;United States;New York City;New York;10009;East;TEC-AC-10002473;Technology;Accessories;Maxell 4.7GB DVD-R;85,14
925;CA-2017-149797;15/09/2017;20/09/2017;Standard Class;AH-10075;Adam Hart;Corporate;United States;New York City;New York;10011;East;OFF-BI-10003650;Office Supplies;Binders;GBC DocuBind 300 Electric Binding Machine;841568
926;CA-2015-132962;13/09/2015;16/09/2015;First Class;JM-15535;Jessica Myrick;Consumer;United States;Philadelphia;Pennsylvania;19143;East;OFF-PA-10003543;Office Supplies;Paper;Xerox 1985;15552
928;CA-2016-115091;05/10/2016;09/10/2016;Standard Class;JJ-15760;Joel Jenkins;Home Office;United States;Springfield;Virginia;22153;South;OFF-AR-10000658;Office Supplies;Art;Newell 324;46,2
930;CA-2018-144932;14/04/2018;17/04/2018;First Class;AB-10165;Alan Barnes;Consumer;United States;Toledo;Ohio;43615;East;OFF-AR-10003560;Office Supplies;Art;Zebra Zazzle Fluorescent Highlighters;14592
933;CA-2018-114216;02/09/2018;06/09/2018;Standard Class;RK-19300;Ralph Kennedy;Consumer;United States;Philadelphia;Pennsylvania;19140;East;OFF-PA-10002195;Office Supplies;Paper;"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set";12192
934;CA-2017-140081;20/06/2017;24/06/2017;Standard Class;CG-12040;Catherine Glotzbach;Home Office;United States;Philadelphia;Pennsylvania;19120;East;OFF-PA-10001745;Office Supplies;Paper;"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page";45056
938;US-2018-111745;05/11/2018;06/11/2018;First Class;RA-19885;Ruben Ausman;Corporate;United States;Farmington;New Mexico;87401;West;TEC-AC-10003911;Technology;Accessories;NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router;159,99
939;CA-2016-148250;13/12/2016;17/12/2016;Standard Class;RP-19270;Rachel Payne;Corporate;United States;Riverside;California;92503;West;OFF-PA-10000289;Office Supplies;Paper;Xerox 213;12,96
941;CA-2017-105760;19/06/2017;20/06/2017;First Class;KC-16255;Karen Carlisle;Corporate;United States;San Francisco;California;94110;West;OFF-PA-10000350;Office Supplies;Paper;"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book";17,12
